id_nestbox;site;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success;father_id;mother_id;id_bird;id_ring;species;sex;age;adult_mass;adult_tarsus_l;adult_wing_l;adult_aggress;nestling_mass_j13;nestling_mass_j14;nestling_tarsus_l;nestling_wing_l
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;VIGARCC0523;8791616;CC;unknown;nestling;NA;NA;NA;NA;9,45;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;CLPECCC0576;8791617;CC;unknown;nestling;NA;NA;NA;NA;10,69;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;VIGARCC0524;8791618;CC;unknown;nestling;NA;NA;NA;NA;10,16;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;CLPECCC0577;8791620;CC;unknown;nestling;NA;NA;NA;NA;10,29;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;VIGARCC0525;8791619;CC;unknown;nestling;NA;NA;NA;NA;8,43;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;CLPECCC0578;8791621;CC;unknown;nestling;NA;NA;NA;NA;10,18;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;VIGARCC0526;8791622;CC;unknown;nestling;NA;NA;NA;NA;10,10;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;CLPECCC0579;8791623;CC;unknown;nestling;NA;NA;NA;NA;10,32;NA;NA;NA
DIJ-134;parc_colombiere;2019;15/05/2019;06/04/2019;NA;NA;12;10;9;1;NA;NA;VIGARCC0527;8791624;CC;unknown;nestling;NA;NA;NA;NA;10,41;NA;NA;NA
DIJ-135;parc_colombiere;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;1;NA;8791367;CLPECPM0012;8791367;PM;female;more_than_one;18,54;NA;NA;NA;NA;NA;NA;NA
DIJ-135;parc_colombiere;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;1;NA;8791367;CLPECPM0437;8791363;PM;unknown;nestling;NA;NA;NA;NA;15,12;NA;NA;NA
DIJ-135;parc_colombiere;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;1;NA;8791367;VIGARPM0404;8791364;PM;unknown;nestling;NA;NA;NA;NA;9,09;NA;NA;NA
DIJ-135;parc_colombiere;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;1;NA;8791367;VIGARPM0405;8791365;PM;unknown;nestling;NA;NA;NA;NA;8,78;NA;NA;NA
DIJ-135;parc_colombiere;2019;12/05/2019;04/04/2019;NA;NA;11;11;4;1;NA;8791367;VIGARPM0406;8791366;PM;unknown;nestling;NA;NA;NA;NA;15,28;NA;NA;NA
DIJ-135;parc_colombiere;2021;14/05/2021;07/04/2021;11/04/2021;30/04/2021;6;6;2;1;NA;8877038;THPAGPM0700;V010247;PM;unknown;nestling;NA;NA;NA;NA;12,59;NA;17,16;31,00
DIJ-135;parc_colombiere;2021;14/05/2021;07/04/2021;11/04/2021;30/04/2021;6;6;2;1;NA;8877038;THPAGPM0701;V010248;PM;unknown;nestling;NA;NA;NA;NA;11,90;NA;16,92;28,50
DIJ-135;parc_colombiere;2021;14/05/2021;07/04/2021;11/04/2021;30/04/2021;6;6;2;1;NA;8877038;THPAGPM0702;8877038;PM;female;more_than_two;16,88;19,42;74,00;3,0;NA;NA;NA;NA
DIJ-136;parc_colombiere;2020;15/05/2020;11/04/2020;NA;NA;7;7;4;1;8791969;NA;BRFAIPM0809;8791969;PM;male;more_than_one;18,23;20,52;76,00;NA;NA;NA;NA;NA
DIJ-136;parc_colombiere;2020;13/05/2020;11/04/2020;NA;NA;7;7;4;1;8791969;NA;LAPOLPM0051;8791978;PM;unknown;nestling;NA;NA;NA;NA;14,28;NA;18,31;NA
DIJ-136;parc_colombiere;2020;13/05/2020;11/04/2020;NA;NA;7;7;4;1;8791969;NA;LAPOLPM0052;8791979;PM;unknown;nestling;NA;NA;NA;NA;11,56;NA;17,77;NA
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0829;V010846;PM;unknown;nestling;NA;NA;NA;NA;16,49;NA;19,50;46,50
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0830;V010847;PM;unknown;nestling;NA;NA;NA;NA;14,93;NA;19,21;46,00
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0831;V010848;PM;unknown;nestling;NA;NA;NA;NA;15,65;NA;19,16;48,00
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0832;V010849;PM;unknown;nestling;NA;NA;NA;NA;17,03;NA;19,64;46,50
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0833;V010850;PM;unknown;nestling;NA;NA;NA;NA;16,32;NA;19,97;47,00
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0834;V010851;PM;unknown;nestling;NA;NA;NA;NA;15,88;NA;19,14;46,00
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0835;8876543;PM;male;more_than_two;16,06;19,96;75,00;2,5;NA;NA;NA;NA
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0836;V010852;PM;unknown;nestling;NA;NA;NA;NA;14,59;NA;18,90;44,50
DIJ-136B;parc_colombiere;2021;17/05/2021;11/04/2021;18/04/2021;04/05/2021;9;9;8;1;8876543;NA;CESINPM0837;V010853;PM;unknown;nestling;NA;NA;NA;NA;15,55;NA;19,11;46,50
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;CLPECPM0443;8791357;PM;unknown;nestling;NA;NA;NA;NA;15,59;NA;NA;NA
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;VIGARPM0411;8791358;PM;unknown;nestling;NA;NA;NA;NA;15,18;NA;NA;NA
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;CLPECPM0444;8791359;PM;unknown;nestling;NA;NA;NA;NA;15,43;NA;NA;NA
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;CLPECPM0445;8791360;PM;unknown;nestling;NA;NA;NA;NA;16,79;NA;NA;NA
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;VIGARPM0412;8791361;PM;unknown;nestling;NA;NA;NA;NA;16,45;NA;NA;NA
DIJ-137;parc_colombiere;2019;12/05/2019;08/04/2019;NA;NA;6;6;6;1;NA;NA;CLPECPM0446;8791362;PM;unknown;nestling;NA;NA;NA;NA;16,07;NA;NA;NA
DIJ-138;parc_colombiere;2019;20/05/2019;15/04/2019;NA;NA;10;7;NA;NA;NA;NA;COABICC0038;8790753;CC;unknown;nestling;NA;NA;NA;NA;5,23;NA;NA;NA
DIJ-138;parc_colombiere;2021;17/05/2021;14/04/2021;17/04/2021;04/05/2021;5;5;3;1;NA;NA;CESINPM0838;V010854;PM;unknown;nestling;NA;NA;NA;NA;19,59;NA;20,66;44,00
DIJ-138;parc_colombiere;2021;17/05/2021;14/04/2021;17/04/2021;04/05/2021;5;5;3;1;NA;NA;CESINPM0839;V010855;PM;unknown;nestling;NA;NA;NA;NA;17,62;NA;19,96;42,00
DIJ-138;parc_colombiere;2021;17/05/2021;14/04/2021;17/04/2021;04/05/2021;5;5;3;1;NA;NA;CESINPM0840;V010856;PM;unknown;nestling;NA;NA;NA;NA;18,03;NA;19,26;43,00
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;VIGARPM0157;8790535;PM;unknown;nestling;NA;NA;NA;NA;15,55;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;CLPECPM0163;8790534;PM;unknown;nestling;NA;NA;NA;NA;12,07;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;VIGARPM0158;8790536;PM;unknown;nestling;NA;NA;NA;NA;12,04;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;CLPECPM0164;8790537;PM;unknown;nestling;NA;NA;NA;NA;15,10;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;VIGARPM0159;8790538;PM;unknown;nestling;NA;NA;NA;NA;15,53;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;CLPECPM0165;8790539;PM;unknown;nestling;NA;NA;NA;NA;14,86;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;VIGARPM0160;8790540;PM;unknown;nestling;NA;NA;NA;NA;15,19;NA;NA;NA
DIJ-139;parc_colombiere;2019;07/05/2019;02/04/2019;NA;NA;8;8;8;1;NA;NA;CLPECPM0166;8790541;PM;unknown;nestling;NA;NA;NA;NA;16,96;NA;NA;NA
DIJ-139;parc_colombiere;2020;13/05/2020;06/04/2020;NA;NA;8;7;6;1;NA;NA;LAPOLPM0053;8791976;PM;unknown;nestling;NA;NA;NA;NA;15,00;NA;18,30;NA
DIJ-139;parc_colombiere;2020;13/05/2020;06/04/2020;NA;NA;8;7;6;1;NA;NA;LAPOLPM0054;8791977;PM;unknown;nestling;NA;NA;NA;NA;15,24;NA;17,70;NA
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0907;8877056;PM;male;more_than_two;17,29;20,28;76,00;3,0;NA;NA;NA;NA
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0908;V010396;PM;unknown;nestling;NA;NA;NA;NA;13,43;NA;18,49;40,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0909;V010397;PM;unknown;nestling;NA;NA;NA;NA;15,39;NA;19,02;46,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0910;V010398;PM;unknown;nestling;NA;NA;NA;NA;16,05;NA;19,93;49,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0911;V010399;PM;unknown;nestling;NA;NA;NA;NA;15,49;NA;19,33;49,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0912;V010400;PM;unknown;nestling;NA;NA;NA;NA;14,42;NA;19,26;44,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0913;V010423;PM;unknown;nestling;NA;NA;NA;NA;15,31;NA;19,79;47,00
DIJ-139;parc_colombiere;2021;25/05/2021;22/04/2021;28/04/2021;12/05/2021;7;6;6;1;8877056;8877057;THPAGPM0914;8877057;PM;female;two;16,51;19,34;73,00;2,5;NA;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;CLPECCC0620;8791738;CC;unknown;nestling;NA;NA;NA;NA;9,62;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;CLPECCC0621;8791739;CC;unknown;nestling;NA;NA;NA;NA;8,26;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;CLPECCC0622;8791740;CC;unknown;nestling;NA;NA;NA;NA;7,74;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;CLPECCC0623;8791741;CC;unknown;nestling;NA;NA;NA;NA;8,87;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;CLPECCC0624;8791742;CC;unknown;nestling;NA;NA;NA;NA;9,07;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;VIGARCC0576;8791743;CC;unknown;nestling;NA;NA;NA;NA;8,75;NA;NA;NA
DIJ-140;parc_colombiere;2019;16/05/2019;09/04/2019;NA;NA;11;10;7;1;NA;NA;VIGARCC0577;8791744;CC;unknown;nestling;NA;NA;NA;NA;8,85;NA;NA;NA
DIJ-140;parc_colombiere;2020;12/05/2020;07/04/2020;NA;29/04/2020;11;11;0;0;NA;NA;DIJ-140-2020;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-141;parc_colombiere;2020;12/05/2020;06/04/2020;NA;29/04/2020;8;8;0;0;NA;NA;DIJ-141-2020;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-141;parc_colombiere;2020;04/05/2020;01/04/2020;NA;22/04/2020;10;10;0;0;NA;NA;DIJ-202-2020;NA;PM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-141;parc_colombiere;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;1;8877039;NA;THPAGPM0703;8877039;PM;male;more_than_two;18,66;19,93;76,00;2,0;NA;NA;NA;NA
DIJ-141;parc_colombiere;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;1;8877039;NA;THPAGPM0704;V010249;PM;unknown;nestling;NA;NA;NA;NA;11,96;NA;17,56;29,00
DIJ-141;parc_colombiere;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;1;8877039;NA;THPAGPM0705;V010250;PM;unknown;nestling;NA;NA;NA;NA;12,36;NA;17,16;31,00
DIJ-141;parc_colombiere;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;1;8877039;NA;THPAGPM0706;V010251;PM;unknown;nestling;NA;NA;NA;NA;14,51;NA;17,63;38,00
DIJ-141;parc_colombiere;2021;13/05/2021;06/04/2021;13/04/2021;30/04/2021;8;8;4;1;8877039;NA;THPAGPM0707;V010252;PM;unknown;nestling;NA;NA;NA;NA;13,28;NA;18,10;35,00
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0754;8877046;PM;male;more_than_two;17,19;19,52;75,00;2,5;NA;NA;NA;NA
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0755;V010292;PM;unknown;nestling;NA;NA;NA;NA;15,69;NA;18,77;39,00
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0756;V010293;PM;unknown;nestling;NA;NA;NA;NA;16,35;NA;19,95;42,00
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0757;V010294;PM;unknown;nestling;NA;NA;NA;NA;14,38;NA;18,76;42,00
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0758;V010295;PM;unknown;nestling;NA;NA;NA;NA;15,17;NA;18,98;40,50
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0759;V010296;PM;unknown;nestling;NA;NA;NA;NA;15,33;NA;19,20;42,00
DIJ-143;parc_colombiere;2021;14/05/2021;08/04/2021;15/04/2021;01/05/2021;7;6;5;1;8877046;8877047;THPAGPM0760;8877047;PM;female;two;17,21;19,37;71,00;3,0;NA;NA;NA;NA
DIJ-146;rue_joanne;2020;24/04/2020;06/04/2020;NA;NA;12;12;9;1;NA;8791261;BRFAIPM0509;8791261;PM;female;more_than_one;17,05;19,40;73,00;NA;NA;NA;NA;NA
DIJ-146;rue_joanne;2020;28/04/2020;06/04/2020;NA;NA;12;12;9;1;NA;8791261;LAPOLPM0018;8791847;PM;unknown;nestling;NA;NA;NA;NA;12,90;NA;17,43;NA
DIJ-146;rue_joanne;2020;28/04/2020;06/04/2020;NA;NA;12;12;9;1;NA;8791261;LAPOLPM0019;8791846;PM;unknown;nestling;NA;NA;NA;NA;13,93;NA;17,83;NA
DIJ-147;rue_joanne;2019;13/05/2019;02/04/2019;13/04/2019;30/04/2019;13;12;0;0;NA;NA;DIJ-147-2019;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-147;rue_joanne;2020;30/04/2020;23/03/2020;NA;NA;13;13;8;1;NA;NA;LAPOLCC0007;8791868;CC;unknown;nestling;NA;NA;NA;NA;9,41;NA;15,42;NA
DIJ-147;rue_joanne;2020;30/04/2020;23/03/2020;NA;NA;13;13;8;1;NA;NA;LAPOLCC0008;8791869;CC;unknown;nestling;NA;NA;NA;NA;9,62;NA;16,26;NA
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0120;8876507;PM;female;two;17,70;20,24;72,50;1,0;NA;NA;NA;NA
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0121;V011216;PM;unknown;nestling;NA;NA;NA;NA;15,06;NA;20,47;46,50
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0122;V011217;PM;unknown;nestling;NA;NA;NA;NA;17,45;NA;20,18;46,00
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0123;V011218;PM;unknown;nestling;NA;NA;NA;NA;13,82;NA;19,20;42,00
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0124;V011219;PM;unknown;nestling;NA;NA;NA;NA;16,01;NA;19,78;46,00
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0125;V011220;PM;unknown;nestling;NA;NA;NA;NA;14,54;NA;18,78;40,00
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0126;8876508;PM;male;more_than_two;16,45;18,16;74,00;2,5;NA;NA;NA;NA
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0127;V011221;PM;unknown;nestling;NA;NA;NA;NA;15,45;NA;19,93;46,00
DIJ-147;rue_joanne;2021;05/05/2021;02/04/2021;09/04/2021;22/04/2021;9;8;7;1;8876508;8876507;CESINPM0128;V011222;PM;unknown;nestling;NA;NA;NA;NA;14,77;NA;18,96;45,00
DIJ-148;rue_joanne;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;1;NA;NA;THPAGCC0646;V010198;CC;unknown;nestling;NA;NA;NA;NA;11,38;NA;16,32;32,00
DIJ-148;rue_joanne;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;1;NA;NA;THPAGCC0647;V010199;CC;unknown;nestling;NA;NA;NA;NA;8,48;NA;15,15;28,00
DIJ-148;rue_joanne;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;1;NA;NA;THPAGCC0648;V010200;CC;unknown;nestling;NA;NA;NA;NA;8,36;NA;15,30;29,00
DIJ-148;rue_joanne;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;1;NA;NA;THPAGCC0649;V010201;CC;unknown;nestling;NA;NA;NA;NA;9,07;NA;16,19;32,00
DIJ-148;rue_joanne;2021;12/05/2021;03/04/2021;13/04/2021;29/04/2021;12;12;5;1;NA;NA;THPAGCC0650;V010202;CC;unknown;nestling;NA;NA;NA;NA;8,74;NA;15,21;31,00
DIJ-150;rue_joanne;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;1;NA;NA;CLPECPM0565;8791640;PM;unknown;nestling;NA;NA;NA;NA;10,79;NA;NA;NA
DIJ-150;rue_joanne;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0516;8791641;PM;unknown;nestling;NA;NA;NA;NA;8,85;NA;NA;NA
DIJ-150;rue_joanne;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;1;NA;NA;CLPECPM0566;8791642;PM;unknown;nestling;NA;NA;NA;NA;8,33;NA;NA;NA
DIJ-150;rue_joanne;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0517;8791643;PM;unknown;nestling;NA;NA;NA;NA;11,47;NA;NA;NA
DIJ-150;rue_joanne;2019;15/05/2019;12/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0518;8791644;PM;unknown;nestling;NA;NA;NA;NA;9,89;NA;NA;NA
DIJ-151;rue_joanne;2019;16/05/2019;13/04/2019;21/04/2019;03/05/2019;10;10;0;0;NA;NA;DIJ-151-2019;NA;CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0050;8877008;PM;female;two;17,97;19,42;70,50;1,5;NA;NA;NA;NA
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0051;V011034;PM;unknown;nestling;NA;NA;NA;NA;13,38;NA;17,54;36,00
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0052;V011035;PM;unknown;nestling;NA;NA;NA;NA;15,88;NA;19,38;40,00
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0053;V011036;PM;unknown;nestling;NA;NA;NA;NA;14,19;NA;18,67;38,50
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0054;V011037;PM;unknown;nestling;NA;NA;NA;NA;14,27;NA;18,80;38,80
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0055;V011038;PM;unknown;nestling;NA;NA;NA;NA;15,76;NA;18,60;35,50
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0056;V011039;PM;unknown;nestling;NA;NA;NA;NA;14,63;NA;18,55;34,00
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0057;V011040;PM;unknown;nestling;NA;NA;NA;NA;14,22;NA;18,77;41,00
DIJ-151;rue_joanne;2021;01/05/2021;29/03/2021;06/04/2021;18/04/2021;10;10;7;1;8877009;8877008;THPAGPM0058;8877009;PM;male;more_than_two;18,24;20,51;77,00;1,0;NA;NA;NA;NA
DIJ-153;st_bernard;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0164;8790548;PM;unknown;nestling;NA;NA;NA;NA;12,22;NA;NA;NA
DIJ-153;st_bernard;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;1;NA;NA;CLPECPM0169;8790547;PM;unknown;nestling;NA;NA;NA;NA;13,60;NA;NA;NA
DIJ-153;st_bernard;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0165;8790551;PM;unknown;nestling;NA;NA;NA;NA;13,10;NA;NA;NA
DIJ-153;st_bernard;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;1;NA;NA;CLPECPM0170;8790552;PM;unknown;nestling;NA;NA;NA;NA;13,41;NA;NA;NA
DIJ-153;st_bernard;2019;07/05/2019;03/04/2019;NA;NA;8;8;5;1;NA;NA;VIGARPM0166;8790553;PM;unknown;nestling;NA;NA;NA;NA;14,50;NA;NA;NA
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0906;NA;CC;unknown;nestling;NA;NA;NA;NA;10,55;NA;15,65;35,00
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0907;NA;CC;unknown;nestling;NA;NA;NA;NA;10,49;NA;15,66;34,00
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0908;NA;CC;unknown;nestling;NA;NA;NA;NA;7,79;NA;13,69;22,00
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0909;NA;CC;unknown;nestling;NA;NA;NA;NA;8,94;NA;15,00;26,00
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0910;NA;CC;unknown;nestling;NA;NA;NA;NA;9,53;NA;15,60;29,00
DIJ-153;st_bernard;2021;19/05/2021;10/04/2021;18/04/2021;06/05/2021;12;11;6;1;NA;NA;CESINCC0911;NA;CC;unknown;nestling;NA;NA;NA;NA;10,57;NA;15,71;33,50
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;NA;NA;CLPECPM0010 B;8381965;PM;unknown;nestling;NA;NA;NA;NA;17,64;NA;19,40;45,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;NA;NA;CLPECPM0011 B;8381964;PM;unknown;nestling;NA;NA;NA;NA;15,26;NA;17,90;38,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;NA;NA;VIGARPM0009;8381963;PM;unknown;nestling;NA;NA;NA;NA;17,57;NA;19,30;45,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;NA;NA;VIGARPM0010;8381962;PM;unknown;nestling;NA;NA;NA;NA;17,30;NA;18,90;46,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;NA;NA;VIGARPM0011;8381961;PM;unknown;nestling;NA;NA;NA;NA;17,06;NA;17,70;45,0
